fwe.lower,aqem.code,gen,sp,streamzone_euc,streamzone_hyc,streamzone_erh,streamzone_mrh,streamzone_hrh,streamzone_epo,streamzone_mpo,streamzone_hpo,streamzone_lit,streamzone_pro,tachlong_cr,tachlong_er,tachlong_mr,tachlong_hr,tachlong_ep,tachlong_mp,tachlong_est,tachlong_out,tachtrans_rich,tachtrans_bcsa,tachtrans_ppdsa,tachtrans_mapb,tachtrans_tmpw,tachtrans_lake,tachtrans_gw,tachalt_low,tachalt_pie,tachalt_alt,tachsub_fbcp,tachsub_grvl,tachsub_sand,tachsub_silt,tachsub_macp,tachsub_micp,tachsub_twro,tachsub_odli,tachsub_mud,currpref_lib,currpref_lip,currpref_lrp,currpref_rlp,currpref_rhp,currpref_rhb,currpref_ind,tachcurr_null,tachcurr_slow,tachcurr_medium,tachcurr_fast,tachtemp_psy,tachtemp_the,tachtemp_eut,tachph_less4,tachph_4to4.5,tachph_4.5to5,tachph_5to5.5,tachph_5.5to6,tachph_gre6,tachsal_frw,tachsal_brw,tachsap_x,tachsap_o,tachsap_b,tachsap_a,tachsap_p,tachtroph_oli,tachtroph_meso,tachtroph_eu,feedingtype_gra,feedingtype_min,feedingtype_xyl,feedingtype_shr,feedingtype_gat,feedingtype_aff,feedingtype_pff,feedingtype_pre,feedingtype_par,feedingtype_oth,tachfood_mior,tachfood_detl1,tachfood_dpg1,tachfood_limi,tachfood_lima,tachfood_dag1,tachfood_lmic,tachfood_lmac,tachfood_vert,tachfeed_abs,tachfeed_dpf,tachfeed_shr,tachfeed_scr,tachfeed_fif,tachfeed_pie,tachfeed_pre,tachfeed_par,locotype_sws,locotype_swd,locotype_bub,locotype_spw,locotype_ses,locotype_oth,tachloco_flr,tachloco_ssw,tachloco_wsw,tachloco_crw,tachloco_bur,tachloco_int,tachloco_tat,tachloco_pat,tachrespir_teg,tachrespir_gil,tachrespir_pls,tachrespir_spi,tachrespir_ves,tachsize_less0.25,tachsize_0.25to0.5,tachsize_0.5to1,tachsize_1to2,tachsize_2to4,tachsize_4to8,tachsize_gre8,tachresis_egg,tachresis_coc,tachresis_hou,tachresis_did,tachresis_non,tachdisp_aquapass,tachdisp_aquaact,tachdisp_aerpass,tachdisp_aeract,tachaqua_egg,tachaqua_larva,tachaqua_nymph,tachaqua_adult,tachlong_less1,tachlong_gre1,tachcycle_less1,tachcycle_one,tachcycle_gre1,tachrepro_ovo,tachrepro_fie,tachrepro_cie,tachrepro_fic,tachrepro_frc,tachrepro_vec,tachrepro_tec,tachrepro_ase
Anabolia nervosa,4300,Anabolia,nervosa,0,0,0,0,0,3,3,0,4,0,1,3,5,3,2,1,0,4,0,2,3,0,1,3,0,3,0,0,3,0,2,0,5,0,0,1,0,0,1,0,0,0,0,0,1,3,2,0,1.75,0,0,0,0,1,1,2,3,3,1,0,1,3,1,0,2,3,1,2,0,0,5,1,0,0,2,0,0,0,1,3,3,3,0,0,1,0,0,1,3,2,0,0,1,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,3,1,3,2,0,3,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Anodonta anatina,7381,Anodonta,anatina,0,0,0,1,2,2,2,0,3,0,0,0,1,2,4,4,0,1,0,1,2,0,0,1,0,3,0,0,0,2,5,4,2,0,0,0,4,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,3,3,1,0,1,2,2,0,1,2,1,0,0,0,0,0,10,0,0,0,0,0,0,3,3,2,0,3,0,3,0,0,0,0,3,3,0,3,0,0,3,2,5,0,0,0,0,0,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,1,2,0,3,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0
Atherix ibis,4363,Atherix,ibis,0,0,0,2,3,3,2,0,0,0,1,2,2,2,1,0,0,1,1,2,0,0,0,1,0,1,1,1,4,2,0,0,4,0,1,1,1,0,0,0,0,1,0,0,0,2,3,0,NA,NA,NA,0,0,0,0,1,3,3,0,1,2,3,1,0,3,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,3,1,1,3,0,0,0,0,0,0,0,3,0
Athripsodes bilineatus ssp.,21232,Athripsodes,bilineatus ssp.,0,0,0,2,6,2,0,0,0,0,0,1,2,3,4,3,1,1,0,4,2,0,0,3,0,3,0,0,4,2,1,1,2,0,3,1,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,2,3,3,3,3,1,0,1,3,1,0,1,3,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,1,3,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Athripsodes albifrons,4366,Athripsodes,albifrons,0,0,0,2,6,2,0,0,0,0,0,1,2,3,4,3,1,1,0,4,2,0,0,3,0,3,0,0,4,2,1,1,2,0,3,1,1,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,2,3,3,3,3,1,0,1,3,1,0,1,3,0,0,0,0,5,3,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,1,3,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Athripsodes cinereus,4369,Athripsodes,cinereus,0,0,0,0,3,3,0,0,3,1,0,1,2,3,4,3,1,1,0,4,2,0,0,3,0,3,0,0,4,2,1,1,2,0,3,1,1,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,2,3,3,3,3,1,0,1,3,1,0,1,3,0,0,0,0,3,3,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,1,3,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Baetis alpinus,4381,Baetis,alpinus,0,2,4,3,1,0,0,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis muticus,4409,Baetis,muticus,0,1,2,2,2,2,1,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,5,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis rhodani,4415,Baetis,rhodani,0,1,2,3,2,1,1,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis fuscatus/scambus,4398,Baetis,fuscatus/scambus,0,1,1,2,2,2,1,0,1,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis vernus,4427,Baetis,vernus,0,0,1,3,3,2,1,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,8,0,2,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis niger,4410,Baetis,niger,0,2,1,1,3,3,0,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis alpinus/lutheri/melanonyx/vardarensis,16946,Baetis,alpinus/lutheri/melanonyx/vardarensis,0,1,1,2,2,2,1,0,1,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,1,0,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis lutheri,4406,Baetis,lutheri,0,0,1,5,3,1,0,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Baetis vardarensis,4425,Baetis,vardarensis,0,0,0,1,3,4,2,0,0,0,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,3,2,1,4,2,1,0,5,0,3,1,0,0,0,0,0,1,0,0,0,2,3,2,0,1,0,1,1,1,2,3,3,3,1,1,2,3,1,0,3,3,3,5,0,0,0,5,0,0,0,0,0,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,3,2,1,3,3,3,0,0,3,0,0,2,3,0,0,1,3,0,0,0,0
Bithynia tentaculata,4462,Bithynia,tentaculata,0,0,0,0,1,2,2,2,3,0,0,0,1,2,3,3,0,2,0,3,3,1,1,1,0,3,2,0,4,1,1,2,5,3,0,0,3,0,0,0,0,0,0,1,3,2,0,0,NA,NA,NA,0,1,1,1,2,3,3,3,0,0,3,2,0,0,3,2,3,0,0,0,2,5,0,0,0,0,0,1,2,5,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,2,8,0,0,0,0,0,3,1,0,0,0,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,1,0,0,3,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0
Brachycentrus maculatus,6184,Brachycentrus,maculatus,0,0,0,4,6,0,0,0,0,0,0,2,4,4,2,1,0,0,2,2,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,3,0,0,2,0,0,0,1,0,4,3,0,0,0,3,2,2,3,0,1,0,0,0,0,2,2,3,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Brachycentrus subnubilus,4481,Brachycentrus,subnubilus,0,0,0,0,3,7,0,0,0,0,1,3,4,2,2,1,1,0,2,2,1,0,0,0,0,3,1,0,4,2,0,1,4,0,3,0,0,0,0,0,0,0,1,0,0,2,3,1,3,0,0,0,0,0,0,0,3,3,0,1,2,3,1,0,2,1,1,2,0,0,0,0,0,5,3,0,0,0,1,1,2,3,0,2,0,0,0,0,2,2,3,0,1,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Brachycentrus montanus,4479,Brachycentrus,montanus,0,0,2,5,3,0,0,0,0,0,1,3,4,2,2,1,1,0,2,2,1,0,0,0,0,3,1,0,4,2,0,1,4,0,3,0,0,0,0,0,0,0,1,0,0,2,3,1,3,0,0,0,0,0,0,0,3,3,0,1,2,3,1,0,2,1,1,2,0,0,0,0,0,5,3,0,0,0,1,1,2,3,0,2,0,0,0,0,2,2,3,0,1,0,0,0,0,10,0,0,0,0,0,2,0,0,3,0,3,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,1,1,2,3,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Brachyptera risi,4487,Brachyptera,risi,0,1,3,4,2,0,0,0,0,0,1,2,4,3,1,1,0,1,5,3,0,0,0,1,0,3,2,0,4,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,1,1,2,3,3,0,1,3,3,0,0,3,1,1,7,0,0,0,3,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,0,5,0,0,0,5,1,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,2,0,2,2,0,1,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0
Brachyptera seticornis,4488,Brachyptera,seticornis,0,2,5,3,0,0,0,0,0,0,1,2,4,3,1,1,0,1,5,3,0,0,0,1,0,3,2,0,4,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,1,1,2,3,3,0,1,3,3,0,0,3,1,1,7,0,0,0,3,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,0,5,0,0,0,5,1,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,2,0,2,2,0,1,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0
Caenis beskidensis,4517,Caenis,beskidensis,0,2,1,2,4,1,0,0,0,0,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,3,1,0,2,2,3,3,4,0,2,3,5,0,0,0,0,1,0,0,3,3,1,0,0,1,0,0,0,1,1,2,3,3,1,0,1,3,1,0,1,3,2,0,0,0,0,10,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,0,1,2,2,1,1,1,3,3,0,0,3,0,0,1,3,0,1,2,0,0,0,0,0
Caenis macrura,4522,Caenis,macrura,0,0,1,1,2,3,2,1,0,0,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,3,1,0,2,2,3,3,4,0,2,3,5,0,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,2,3,3,1,0,1,3,1,0,1,3,2,0,0,0,0,10,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,0,1,2,2,1,1,1,3,3,0,0,3,0,0,1,3,0,1,2,0,0,0,0,0
Caenis horaria,4519,Caenis,horaria,0,1,0,0,0,1,1,1,5,1,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,3,1,0,2,2,3,3,4,0,2,3,5,0,1,0,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,2,3,3,1,0,1,3,1,0,1,3,2,0,0,0,0,10,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,0,1,2,2,1,1,1,3,3,0,0,3,0,0,1,3,0,1,2,0,0,0,0,0
Caenis robusta,4527,Caenis,robusta,0,0,0,0,1,2,2,1,3,1,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,3,1,0,2,2,3,3,4,0,2,3,5,0,1,0,0,0,0,0,3,3,1,0,0,1,0,0,0,1,1,2,3,3,1,0,1,3,1,0,1,3,2,0,0,0,0,10,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,2,0,0,1,2,2,1,1,1,3,3,0,0,3,0,0,1,3,0,1,2,0,0,0,0,0
Calopteryx virgo,4532,Calopteryx,virgo,0,0,0,2,6,2,0,0,0,0,1,1,3,3,3,3,0,2,1,3,1,2,0,3,0,3,2,0,2,3,1,1,4,0,4,4,1,0,0,0,0,1,0,0,1,2,2,1,NA,NA,NA,0,0,0,3,3,3,3,0,0,1,3,2,0,2,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,0,0,2,2,2,1,0,2,3,3,0,0,2,2,1,3,0,0,0,0,0,0,3,0,0
Calopteryx splendens,4530,Calopteryx,splendens,0,0,0,0,1,6,3,0,0,0,1,1,3,3,3,3,0,2,1,3,1,2,0,3,0,3,2,0,2,3,1,1,4,0,4,4,1,0,0,0,1,0,0,0,1,2,2,1,NA,NA,NA,0,0,0,3,3,3,3,0,0,1,3,2,0,2,3,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,0,0,2,2,2,1,0,2,3,3,0,0,2,2,1,3,0,0,0,0,0,0,3,0,0
Centroptilum luteolum,8850,Centroptilum,luteolum,0,1,0,2,2,2,1,0,2,0,1,2,2,4,2,0,0,2,0,3,1,0,0,2,0,3,1,0,1,2,1,0,5,0,1,2,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,1,3,3,0,0,1,3,1,0,2,3,0,7,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,6,0,4,0,0,0,0,3,1,1,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,2,2,1,2,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0
Ceraclea dissimilis,4580,Ceraclea,dissimilis,0,0,0,0,3,6,0,0,1,0,0,1,1,3,5,4,1,2,1,4,1,0,0,4,0,3,0,0,4,2,2,1,1,0,3,1,1,0,0,0,0,1,0,0,1,3,1,1,0.5,0.5,0,0,0,0,1,3,3,3,1,0,1,3,2,0,1,1,2,0,0,0,5,5,0,0,0,0,0,0,4,1,1,2,0,0,2,0,0,1,3,1,0,0,1,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,2,1,1,3,3,3,3,0,3,1,0,3,1,0,0,0,3,1,0,0,0
Ceraclea albimacula,4577,Ceraclea,albimacula,0,0,0,0,4,6,0,0,0,0,0,1,1,3,5,4,1,2,1,4,1,0,0,4,0,3,0,0,4,2,2,1,1,0,3,1,1,0,0,1,0,0,0,0,1,3,1,1,0.5,0.5,0,0,0,0,1,3,3,3,1,0,1,3,2,0,1,1,2,1,0,0,0,0,0,0,0,0,9,0,4,1,1,2,0,0,2,0,0,1,3,1,0,0,1,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,2,1,1,3,3,3,3,0,3,1,0,3,1,0,0,0,3,1,0,0,0
Chaetopteryx villosa ssp.,21248,Chaetopteryx,villosa ssp.,1,2,2,2,2,1,0,0,0,0,1.1875,2.8125,2.5625,1.25,0.5625,0.3125,0.125,1.375,1.1875,1.125,0.75,0.5,0.625,1.0625,0,2.125,1.375,0.5,2.125,0.875,0.5625,0.0625,1.6875,0.1875,0.1875,1.75,0.3125,0,0,0,1,0,0,0,0.9375,2.0625,1.25,1.5,1.75,0,0,0,0,1,2.2,2.466666667,2.933333333,3,0.125,1.3125,2.5625,1.8125,0.375,0,1.833333333,0.75,0.25,2.5,0,0,5,1,0,0,1.5,0,0,0.0625,0.125,2.375,1.375,2.125,0,0.0625,0.5625,0,0,0.125,2.75,1,0,0,0.1875,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,2.375,2.125,0,0,0,0,0,0.5,2.125,1.125,0,0,0,0,0,1.1,2.1,0.5,1.8125,0,2.1875,2.5,3,2.875,0,1.75,0.1875,0.230769231,3,0,0,0,0,1.875,0,0,0.5,0
Cheumatopsyche lepida,4639,Cheumatopsyche,lepida,0,0,0,0,3,6,1,0,0,0,0,1,2,4,5,1,0,0,3,3,0,0,0,0,0,3,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,2,0.5,0,0,0,0,1,2,3,3,0,0,0,2,1,0,0,3,2,2,0,0,0,0,0,5,3,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,3,0,1,0,0.166666667,0,0,2.833333333,6.833333333,0.166666667,0,0,0,2,0,0,3,0,2,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,1,1,3,3,3,3,0,3,0,0,3,2,0,0,0,3,0,0,0,0
Corophium curvispinum,4749,Corophium,curvispinum,0,0,0,0,0,3,3,1,3,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,3,0,0,3,0,0,3,3,0,3,1,0,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,3,3,0,1,3,1,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,1,2,5,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0
Corophium robustum,20515,Corophium,robustum,0,0,0,0,0,0.75,0.75,0.25,8.25,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,3,0,0,3,0,0,3,3,0,3,1,0,0,0,0,0.75,0.25,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,3,3,0,1,3,1,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1.5,0.75,2,5.75,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0
Cyrnus trimaculatus,4877,Cyrnus,trimaculatus,0,0,0,1,4,4,0,0,1,0,0,0,0,1,2,3,2,5,0,3,3,0,0,4,0,3,0,1,4,0,0,0,5,2,1,3,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,0,1,2,3,3,3,3,1,0,2,3,2,0,1,2,2,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,3,0,0,0,0,0,10,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,2,1,1,1,3,3,3,0,3,0,0,2,3,0,0,0,3,0,0,0,0
Dinocras cephalotes,4978,Dinocras,cephalotes,0,1,2,4,2,1,0,0,0,0,1,4,3,3,0,0,0,1,4,0,0,0,0,1,0,3,2,1,4,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,3,3,1,0,0,0,0,0,2,3,3,3,0,1,3,0,0,0,3,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,2,1,1,2,0,1,3,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
Dugesia gonocephala,5018,Dugesia,gonocephala,0,0,3,4,2,1,0,0,0,0,0,1,3,4,3,2,0,2,1,4,2,0,0,3,0,3,1,0,4,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,3,3,1,0,1,2,0,1,2,2,3,3,3,3,1,1,2,3,1,0,1,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,2,0,0,1,0,2,0,0,3,3,0,3,0,3,0,3,0,0,0,0,2,0,0,0,2
Dugesia lugubris/polychroa,9745,Dugesia,lugubris/polychroa,0,0,1,2,1.5,0.75,0.75,0,3.75,0.25,0,1,3,4,3,2,0,2,1,4,2,0,0,3,0,3,1,0,4,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,3,3,1,0,1,2,0,1,2,2,3,3,3,3,1,1,2,3,1,0,1,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,2,0,0,1,0,2,0,0,3,3,0,3,0,3,0,3,0,0,0,0,2,0,0,0,2
Dugesia lugubris,5019,Dugesia,lugubris,0,0,0,1,2,2,3,0,2,0,0,1,3,4,3,2,0,2,1,4,2,0,0,3,0,3,1,0,4,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,3,3,1,0,1,2,0,1,2,2,3,3,3,3,1,1,2,3,1,0,1,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,0,0,1,2,3,0,0,0,2,0,0,1,0,2,0,0,3,3,0,3,0,3,0,3,0,0,0,0,2,0,0,0,2
